Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2022/09/11 07:01,16.6,86,14.3,16.6
2022/09/11 07:06,16.8,86,14.5,16.8
2022/09/11 07:11,17.4,84,14.7,17.4
2022/09/11 07:16,17.7,83,14.8,17.7
2022/09/11 07:21,17.6,83,14.7,17.6
2022/09/11 07:26,17.6,83,14.7,17.6
2022/09/11 07:31,17.5,83,14.6,17.5
2022/09/11 07:36,17.6,83,14.7,17.6
2022/09/11 07:41,17.7,82,14.6,17.7
2022/09/11 07:46,17.7,82,14.6,17.7
2022/09/11 07:51,17.6,82,14.5,17.6
2022/09/11 07:56,17.6,82,14.5,17.6
2022/09/11 08:01,17.8,82,14.7,17.8
2022/09/11 08:06,18.5,80,15.0,18.5
2022/09/11 08:11,18.7,79,15.0,18.7
2022/09/11 08:16,18.8,78,14.9,18.8
2022/09/11 08:21,18.7,78,14.8,18.7
2022/09/11 08:26,18.7,78,14.8,18.7
2022/09/11 08:31,18.9,78,15.0,18.9
2022/09/11 08:36,19.2,78,15.3,19.2
2022/09/11 08:41,19.2,78,15.3,19.2
2022/09/11 08:46,19.7,75,15.2,19.7
2022/09/11 08:51,19.8,75,15.3,19.8
2022/09/11 08:56,19.7,74,15.0,19.7
2022/09/11 09:01,19.7,75,15.2,19.7
2022/09/11 09:06,19.7,75,15.2,19.7
2022/09/11 09:11,19.8,75,15.3,19.8
2022/09/11 09:16,19.5,74,14.8,19.5
2022/09/11 09:21,19.1,76,14.8,19.1
2022/09/11 09:26,19.0,76,14.7,19.0
2022/09/11 09:31,19.1,77,15.0,19.1
2022/09/11 09:36,19.3,75,14.8,19.3
2022/09/11 09:41,19.5,75,15.0,19.5
2022/09/11 09:46,19.9,74,15.2,19.9
2022/09/11 09:51,20.0,72,14.8,20.0
2022/09/11 09:56,20.2,71,14.8,20.2
2022/09/11 10:01,20.3,70,14.7,20.3
2022/09/11 10:06,20.2,69,14.4,20.2
2022/09/11 10:11,20.6,70,15.0,20.6
2022/09/11 10:16,21.0,68,14.9,21.0
2022/09/11 10:21,21.1,68,15.0,21.1
2022/09/11 10:26,21.1,67,14.8,21.1
2022/09/11 10:31,21.1,68,15.0,21.1
2022/09/11 10:36,21.2,67,14.9,21.2
2022/09/11 10:41,21.1,68,15.0,21.1
2022/09/11 10:46,21.0,67,14.7,21.0
2022/09/11 10:51,20.6,68,14.5,20.6
2022/09/11 10:56,20.5,68,14.4,20.5
2022/09/11 11:01,20.5,69,14.6,20.5
2022/09/11 11:06,20.6,69,14.7,20.6
2022/09/11 11:11,20.3,68,14.2,20.3
2022/09/11 11:16,20.2,69,14.4,20.2
2022/09/11 11:21,20.1,69,14.3,20.1
2022/09/11 11:26,20.4,69,14.5,20.4
2022/09/11 11:31,20.6,67,14.3,20.6
2022/09/11 11:36,20.6,68,14.5,20.6
2022/09/11 11:41,20.3,68,14.2,20.3
2022/09/11 11:46,20.1,69,14.3,20.1
2022/09/11 11:51,20.3,68,14.2,20.3
2022/09/11 11:56,20.4,67,14.1,20.4
2022/09/11 12:01,20.4,67,14.1,20.4
2022/09/11 12:06,20.6,66,14.1,20.6
2022/09/11 12:11,20.7,66,14.1,20.7
2022/09/11 12:16,20.7,66,14.1,20.7
2022/09/11 12:21,20.6,65,13.8,20.6
2022/09/11 12:26,20.5,65,13.7,20.5
2022/09/11 12:31,20.6,64,13.6,20.6
2022/09/11 12:36,20.7,63,13.4,20.7
2022/09/11 12:41,20.8,63,13.5,20.8
2022/09/11 12:46,20.9,62,13.4,20.9
2022/09/11 12:51,21.1,61,13.3,21.1
2022/09/11 12:56,21.0,61,13.2,21.0
2022/09/11 13:01,21.0,62,13.5,21.0
2022/09/11 13:06,20.9,61,13.1,20.9
2022/09/11 13:11,21.0,60,13.0,21.0
2022/09/11 13:16,21.2,61,13.4,21.2
2022/09/11 13:21,21.1,61,13.3,21.1
2022/09/11 13:26,21.0,60,13.0,21.0
2022/09/11 13:31,21.2,59,12.9,21.2
2022/09/11 13:36,21.3,58,12.7,21.3
2022/09/11 13:41,21.3,60,13.2,21.3
2022/09/11 13:46,21.4,59,13.1,21.4
2022/09/11 13:51,21.6,58,13.0,21.6
2022/09/11 13:56,21.7,58,13.1,21.7
2022/09/11 14:01,21.8,59,13.5,21.8
2022/09/11 14:06,21.9,58,13.3,21.9
2022/09/11 14:11,21.7,57,12.8,21.7
2022/09/11 14:16,21.6,58,13.0,21.6
2022/09/11 14:21,21.6,58,13.0,21.6
2022/09/11 14:26,21.6,59,13.3,21.6
2022/09/11 14:31,21.7,58,13.1,21.7
2022/09/11 14:36,21.6,58,13.0,21.6
2022/09/11 14:41,21.5,58,12.9,21.5
2022/09/11 14:46,21.4,59,13.1,21.4
2022/09/11 14:51,21.4,58,12.8,21.4
2022/09/11 14:56,21.4,58,12.8,21.4
2022/09/11 15:01,21.4,58,12.8,21.4
2022/09/11 15:06,21.4,58,12.8,21.4
2022/09/11 15:11,21.4,58,12.8,21.4
2022/09/11 15:16,21.3,59,13.0,21.3
2022/09/11 15:21,21.3,59,13.0,21.3
2022/09/11 15:26,21.1,59,12.8,21.1
2022/09/11 15:31,21.1,59,12.8,21.1
2022/09/11 15:36,21.0,60,13.0,21.0
2022/09/11 15:41,21.1,60,13.1,21.1
2022/09/11 15:46,21.1,60,13.1,21.1
2022/09/11 15:51,21.0,59,12.7,21.0
2022/09/11 15:56,20.9,60,12.9,20.9
2022/09/11 16:01,20.8,60,12.8,20.8
2022/09/11 16:06,20.7,61,12.9,20.7
